Address,Player,Position,First_Year,Last_Year
/players/C/CeppGe20.htm,Gene Ceppetelli,C,1968,1969
/players/C/CercMa20.htm,Matt Cercone,TE,2000,2002
/players/C/CereGo20.htm,Gordy Ceresino,LB,1979,1979
/players/C/CernJo20.htm,Joe Cerne,C,1965,1968
/players/C/CerqMa20.htm,Marq Cerqua,LB,2001,2002
/players/C/CesaJa20.htm,Jacques Cesaire,DE-DT,2003,2011
/players/C/CesaWi20.htm,William Cesare,DB,1978,1982
/players/C/CesaSa20.htm,Sal Cesario,T,1987,1987
/players/C/ChadJe00.htm,Jeff Chadwick,WR,1983,1992
/players/C/ChafPa00.htm,Pat Chaffey,RB,1991,1993
/players/C/ChaiKL00.htm,K'Lavon Chaisson,LB,2020,2020
/players/C/ChalMi20.htm,Mike Chalenski,DE-DT,1993,1998
/players/C/ChalGe20.htm,George Chalmers,C,1933,1933
/players/C/ChamBy00.htm,Byron Chamberlain,TE,1995,2003
/players/C/ChamCh99.htm,Chris Chamberlain,LB,2008,2012
/players/C/ChamDa00.htm,Dan Chamberlain,E-HB,1960,1961
/players/C/ChamGa20.htm,Garth Chamberlain,G,1945,1945
/players/C/ChamFr20.htm,Frank Chamberlin,LB,2000,2005
/players/C/ChamGu20.htm,Guy Chamberlin,E-WB,1920,1927
/players/C/ChamBi20.htm,Bill Chambers,G,1948,1949
/players/C/ChamCh00.htm,Chris Chambers,WR,2001,2010
/players/C/ChamKi20.htm,Kirk Chambers,T,2004,2011
/players/C/ChamRu20.htm,Rusty Chambers,LB,1975,1980
/players/C/ChamWa00.htm,Wally Chambers,DT-DE,1973,1979
/players/C/ChamAl20.htm,Al Chamblee,LB,1991,1992
/players/C/ChamCo20.htm,Corey Chamblin,DB,1999,1999
/players/C/ChamEd20.htm,Ed Champagne,T-DT,1947,1950
/players/C/ChamJi20.htm,Jim Champion,LB-T-DT,1950,1951
/players/C/ChanBr00.htm,Brelon Chancellor,WR,2014,2014
/players/C/ChanKa99.htm,Kam Chancellor,DB,2010,2017
/players/C/ChanRo20.htm,Robert Chancey,RB,1997,2000
/players/C/ChanAl00.htm,Al Chandler,TE,1973,1979
/players/C/ChanBo00.htm,Bob Chandler,WR,1971,1982
/players/C/ChanCh00.htm,Chris Chandler,QB,1988,2004
/players/C/ChanDo20.htm,Don Chandler,P-K,1956,1967
/players/C/ChanEd20.htm,Edgar Chandler,LB,1968,1973
/players/C/chandjef01.htm,Jeff Chandler,K,2002,2004
/players/C/ChanKa20.htm,Karl Chandler,C-G,1974,1979
/players/C/ChanNa00.htm,Nate Chandler,DT,2012,2014
/players/C/ChanSc00.htm,Scott Chandler,TE,2007,2015
/players/C/ChanSe00.htm,Sean Chandler,FS,2018,2020
/players/C/ChanTh00.htm,Thornton Chandler,TE,1986,1989
/players/C/ChanWe00.htm,Wes Chandler,WR,1978,1988
/players/C/ChanLy00.htm,Lynn Chandnois,HB-WB-TB,1950,1956
/players/C/ChanJa98.htm,Jamar Chaney,LB,2010,2014
/players/C/ChanRo21.htm,Roger Chanoine,T,1999,2002
/players/C/ChanTo20.htm,Tom Chantiles,T,1942,1942
/players/C/ChapSh00.htm,Shaun Chapas,RB,2011,2012
/players/C/ChapCl20.htm,Clarence Chapman,DB,1976,1985
/players/C/ChapDo00.htm,Doug Chapman,RB,2001,2003
/players/C/ChapGi00.htm,Gil Chapman,WR,1975,1975
/players/C/ChapJo00.htm,Josh Chapman,DT,2012,2014
/players/C/ChapKo00.htm,Kory Chapman,RB,2005,2005
/players/C/ChapLa20.htm,Lamar Chapman,DB,2000,2001
/players/C/ChapMi20.htm,Mike Chapman,C-G,1984,1984
/players/C/ChapTe20.htm,Ted Chapman,DE,1987,1987
/players/C/ChapLe20.htm,Leo Chappell,G,1920,1921
/players/C/ChapDa20.htm,Dave Chapple,P,1971,1974
/players/C/ChapJa20.htm,Jack Chapple,LB,1965,1965
/players/C/ChapBo20.htm,Bob Chappuis,TB-DB,1948,1949
/players/C/ChapDi20.htm,Dick Chapura,DT,1987,1990
/players/C/CharDJ00.htm,DJ Chark,WR,2018,2020
/players/C/CharJa00.htm,Jamaal Charles,RB,2008,2018
/players/C/CharJo20.htm,John Charles,DB,1967,1974
/players/C/CharMi20.htm,Mike Charles,NT-DE-DT,1983,1991
/players/C/CharOr00.htm,Orson Charles,TE,2012,2018
/players/C/CharSa00.htm,Saahdiq Charles,OL,2020,2020
/players/C/CharSt00.htm,Stefan Charles,DT,2013,2016
/players/C/CharWi20.htm,Win Charles,B,1928,1928
/players/C/CharJe99.htm,Jeff Charleston,DE,2007,2011
/players/C/CharCl20.htm,Clifford Charlton,LB,1988,1989
/players/C/CharIk20.htm,Ike Charlton,DB,2000,2003
/players/C/CharJo01.htm,Joseph Charlton,P,2020,2020
/players/C/CharTa00.htm,Taco Charlton,DE,2017,2020
/players/C/CharCa20.htm,Carl Charon,DB,1962,1963
/players/C/CharLe20.htm,Len Charpier,FB,1920,1920
/players/C/ChasBe20.htm,Ben Chase,G,1947,1947
/players/C/ChasMa20.htm,Martin Chase,DT,1999,2005
/players/C/ChasRa20.htm,Ralph Chase,T,1926,1926
/players/C/ChatMa20.htm,Matt Chatham,LB,2000,2007
/players/C/ChatAn00.htm,Antonio Chatman,WR,2003,2008
/players/C/ChatCl20.htm,Cliff Chatman,RB,1982,1982
/players/C/ChatJe00.htm,Jesse Chatman,RB,2002,2008
/players/C/ChatRi20.htm,Ricky Chatman,LB,1987,1987
/players/C/ChavLa20.htm,Laz Chavez,LB,1987,1987
/players/C/ChavEd20.htm,Eddie Chavis,WR,1987,1987
/players/C/ChavBa20.htm,Barney Chavous,DE-DT,1973,1985
/players/C/ChavCo00.htm,Corey Chavous,DB,1998,2008
/players/C/CheaJu00.htm,Justin Cheadle,G,2012,2012
/players/C/CheaEr20.htm,Ernie Cheatham,DT,1954,1954
/players/C/CheaLl20.htm,Lloyd Cheatham,B,1942,1948
/players/C/ChecCo20.htm,Coonie Checkaye,BB,1920,1921
/players/C/CheeLo20.htm,Louis Cheek,T-G,1988,1991
/players/C/CheeRi20.htm,Richard Cheek,G,1970,1970
/players/C/CheeSt20.htm,Stephen Cheek,P,2004,2004
/players/C/CheeB.20.htm,B.W. Cheeks,HB,1965,1965
/players/C/CheeMi20.htm,Michael Cheever,C,1996,1997
/players/C/ChekCh00.htm,Chimdi Chekwa,DB,2011,2016
/players/C/ChelDo20.htm,Donald Chelf,T-G,1960,1961
/players/C/ChenRe20.htm,Red Chenoweth,WB-TB,1921,1921
/players/C/CherGo20.htm,Gosder Cherilus,T,2008,2016
/players/C/CherHa20.htm,Harold Cherne,T-G,1933,1933
/players/C/CherGe20.htm,George Cheroke,G,1946,1946
/players/C/CherBi20.htm,Bill Cherry,C-G,1986,1987
/players/C/CherDe00.htm,Deron Cherry,DB,1981,1991
/players/C/CherEd20.htm,Ed Cherry,FB,1938,1939
/players/C/CherJe20.htm,Je'Rod Cherry,DB,1996,2004
/players/C/CherMi00.htm,Mike Cherry,QB,1997,1998
/players/C/CherRa20.htm,Raphel Cherry,DB,1985,1988
/players/C/CherSt20.htm,Stan Cherry,LB,1973,1973
/players/C/CherTo20.htm,Tony Cherry,RB,1986,1987
/players/C/CherCh20.htm,Chuck Cherundolo,C-LB,1937,1948
/players/C/ChesRe20.htm,Red Chesbro,G,1938,1938
/players/C/ChesAl20.htm,Al Chesley,LB,1979,1982
/players/C/ChesAn00.htm,Anthony Chesley,DB,2020,2020
/players/C/ChesFr20.htm,Frank Chesley,LB,1978,1978
/players/C/ChesJo20.htm,John Chesley,TE,1984,1984
/players/C/ChesCh20.htm,Chet Chesney,C-LB,1939,1940
/players/C/ChesGe00.htm,George Chesser,RB-P,1966,1967
/players/C/ChesJe00.htm,Jehu Chesson,WR,2017,2018
/players/C/ChesWe00.htm,Wes Chesson,WR,1971,1974
/players/C/ChesCh21.htm,Chris Chester,G,2006,2016
/players/C/ChesLa20.htm,Larry Chester,DT,1998,2004
/players/C/ChesRa00.htm,Raymond Chester,TE,1970,1981
/players/C/ChetJo20.htm,Joe Chetti,RB,1987,1987
/players/C/ChevGe20.htm,George Cheverko,B,1947,1948
/players/C/ChevRa20.htm,Randy Chevrier,DT,2001,2001
/players/C/CheyJi20.htm,Jim Cheyunski,LB,1968,1976
/players/C/ChiaDa00.htm,Darrin Chiaverini,WR,1999,2002
/players/C/ChicJo00.htm,John Chick,DE,2011,2012
/players/C/ChicFr20.htm,Fred Chicken,TB,1920,1920
/players/C/ChicJo20.htm,John Chickerneo,B-LB,1942,1942
/players/C/ChicAn00.htm,Anthony Chickillo,DE,2015,2020
/players/C/ChicNi20.htm,Nick Chickillo,LB-G,1953,1953
/players/C/ChicTo20.htm,Tony Chickillo,NT-DE-G,1984,1987
/players/C/ChilJa00.htm,Jamie Childers,TE,2014,2014
/players/C/ChilBr00.htm,Bam Childress,WR,2005,2006
/players/C/ChilFr20.htm,Freddie Childress,G-T,1991,1992
/players/C/ChilJo00.htm,Joe Childress,HB-FB-FL,1956,1965
/players/C/ChilO.20.htm,O.J. Childress,LB,1999,1999
/players/C/ChilRa00.htm,Ray Childress,DT-DE,1985,1996
/players/C/ChilCl20.htm,Clarence Childs,DB-HB,1964,1968
/players/C/ChilGr00.htm,Greg Childs,WR,2012,2012
/players/C/ChilHe00.htm,Henry Childs,TE,1974,1984
/players/C/ChilJi20.htm,Jimmy Childs,WR,1978,1979
/players/C/ChilRo20.htm,Ron Childs,LB,1995,1995
/players/C/ChilBr20.htm,Brandon Chillar,LB,2004,2010
/players/C/ChilGe20.htm,Gene Chilton,C-T,1986,1992
/players/C/ChinJe00.htm,Jeremy Chinn,S,2020,2020
/players/C/ChipBi20.htm,Bill Chipley,E-DB,1947,1949
/players/C/ChirJo20.htm,John Chirico,RB,1987,1987
/players/C/ChisDa00.htm,Dan Chisena,WR,2020,2020
/players/C/ChisAn20.htm,Andy Chisick,C,1940,1941
/players/C/ChleEd00.htm,Ed Chlebek,QB,1963,1963
/players/C/ChmuMa00.htm,Mark Chmura,TE,1993,1999
/players/C/ChoaBo20.htm,Bob Choate,G,1924,1924
/players/C/ChoaPu20.htm,Putt Choate,LB,1987,1987
/players/C/ChobMa00.htm,Max Choboian,QB,1966,1966
/players/C/ChoiTa00.htm,Tashard Choice,RB,2008,2013
/players/C/ChomJo20.htm,John Choma,G-C-T,1981,1983
/players/C/ChomSt20.htm,Steve Chomyszak,DT-DE,1966,1973
/players/C/ChorJa20.htm,Jason Chorak,DE,1998,1998
/players/C/ChorDi20.htm,Dick Chorovich,DT-T,1955,1960
/players/C/ChraJo20.htm,Joseph Chrape,G-T,1929,1929
/players/C/ChreWa00.htm,Wayne Chrebet,WR,1995,2005
/players/C/ChriEr20.htm,Erik Christensen,DE,1956,1956
/players/C/ChriFr20.htm,Frank Christensen,B-T,1934,1937
/players/C/ChriGe20.htm,George Christensen,T-G,1931,1938
/players/C/ChriJe20.htm,Jeff Christensen,QB,1983,1987
/players/C/ChriKo20.htm,Koester Christensen,E,1930,1930
/players/C/ChriTo00.htm,Todd Christensen,TE-FB,1979,1988
/players/C/ChriBr20.htm,Brad Christenson,TE,2002,2002
/players/C/ChriBo00.htm,Bob Christian,RB,1992,2002
/players/C/ChriGe00.htm,Gerald Christian,TE,2016,2016
/players/C/ChriGe01.htm,Geron Christian,OT,2018,2020
/players/C/ChriMa00.htm,Marqui Christian,SS,2016,2020
/players/C/ChriBo20.htm,Bob Christiansen,DT,1972,1972
/players/C/ChriCo00.htm,Cole Christiansen,LB,2020,2020
/players/C/ChriJa00.htm,Jack Christiansen,DB,1951,1958
/players/C/ChriMa20.htm,Marty Christiansen,FB,1940,1940
/players/C/ChriOs20.htm,Oscar Christianson,E-TB,1921,1924
/players/C/chrisste01.htm,Steve Christie,K,1990,2004
/players/C/ChriFl20.htm,Floyd Christman,B,1925,1925
/players/C/ChriPa20.htm,Paul Christman,QB,1945,1950
/players/C/ChriHe20.htm,Herb Christopher,DB,1979,1982
/players/C/ChriJi20.htm,Jim Christopherson,LB-K,1962,1962
/players/C/ChriRy20.htm,Ryan Christopherson,RB,1995,1996
/players/C/ChriDi00.htm,Dick Christy,HB,1958,1963
/players/C/ChriEa20.htm,Earl Christy,HB-DB,1966,1968
/players/C/ChriGr20.htm,Greg Christy,T,1985,1985
/players/C/ChriJe00.htm,Jeff Christy,C,1993,2002
/players/C/ChryPe00.htm,Pete Chryplewicz,TE,1997,1999
/players/C/ChubBr00.htm,Bradley Chubb,DE,2018,2020
/players/C/ChubNi00.htm,Nick Chubb,RB,2018,2020
/players/C/ChukPa20.htm,Patrick Chukwurah,LB,2001,2007
/players/C/ChunEu20.htm,Eugene Chung,G-T,1992,1997
/players/C/ChunPa99.htm,Patrick Chung,DB,2009,2019
/players/C/ChunJo00.htm,Jordan Chunn,RB,2019,2019
/players/C/ChurBa99.htm,Barry Church,DB,2010,2018
/players/C/ChurRi20.htm,Ricky Churchman,DB,1980,1981
/players/C/ChurDo20.htm,Don Churchwell,DT-T,1959,1960
/players/C/ChuyDo20.htm,Don Chuy,G,1963,1969
/players/C/CibuJo20.htm,Joe Cibulas,T,1945,1945
/players/C/CiccMi20.htm,Mike Ciccolella,LB,1966,1968
/players/C/CiccBe20.htm,Ben Ciccone,C,1934,1942
/players/C/CichCh20.htm,Chick Cichowski,DB,1957,1959
/players/C/CichTo20.htm,Tom Cichowski,T,1967,1968
/players/C/CichJa00.htm,Jack Cichy,ILB,2018,2020
/players/C/CiesBr00.htm,Brad Cieslak,TE,2005,2008
/players/C/CifeGu20.htm,Gus Cifelli,T,1950,1954
/players/C/CifeBo20.htm,Bob Cifers,HB,1946,1949
/players/C/CifeEd20.htm,Ed Cifers,E,1941,1948
/players/C/CindRa20.htm,Ralph Cindrich,LB,1972,1975
/players/C/CipaLa00.htm,Larry Cipa,QB,1974,1975
/players/C/CisoSt20.htm,Steve Cisowski,T,1987,1987
/players/C/CiurVi20.htm,Vinny Ciurciu,LB,2003,2010
/players/C/CiviFr20.htm,Frank Civiletto,WB,1923,1923
/players/C/ClabNe20.htm,Neil Clabo,P,1975,1977
/players/C/ClabTy20.htm,Tyson Clabo,T,2006,2014
/players/C/ClacDa00.htm,Darryl Clack,RB,1986,1989
/players/C/ClacJi20.htm,Jim Clack,C-G,1971,1981
/players/C/CladRy20.htm,Ryan Clady,T,2008,2016
/players/C/ClagWa20.htm,Walt Clago,E,1921,1922
/players/C/ClaiCh20.htm,Chris Claiborne,LB,1999,2006
/players/C/ClaiMo00.htm,Morris Claiborne,CB,2012,2019
/players/C/ClaiRo20.htm,Robert Claiborne,WR,1992,1993
/players/C/ClaiFr20.htm,Frank Clair,E,1941,1941
/players/C/ClaiRi00.htm,Rickey Claitt,RB,1980,1981
/players/C/ClanJa00.htm,Jack Clancy,SE-WR,1967,1970
/players/C/ClanKe20.htm,Kendrick Clancy,DT,2000,2009
/players/C/ClanSa20.htm,Sam Clancy,DE-DT,1983,1993
/players/C/ClanSe20.htm,Sean Clancy,LB,1978,1979
/players/C/ClanSt20.htm,Stu Clancy,B,1930,1935
/players/C/ClanCh20.htm,Chuck Clanton,DB,1985,1985
/players/C/ClapSa20.htm,Sam Claphan,T-G,1981,1987
/players/C/ClapWi00.htm,Will Clapp,C,2018,2020
/players/C/ClarDe02.htm,Dennis Claridge,QB,1965,1966
/players/C/ClarTr20.htm,Travis Claridge,G-T,2000,2003
/players/C/ClarAl20.htm,Al Clark,DB,1971,1976
/players/C/ClarAl21.htm,Algy Clark,B,1930,1934
/players/C/ClarAl00.htm,Allan Clark,RB,1979,1982
/players/C/ClarBa20.htm,Babe Clark,FB-C-T,1920,1920
/players/C/ClarBe20.htm,Bernard Clark,LB,1990,1991
/players/C/ClarBe21.htm,Beryl Clark,B,1940,1940
/players/C/ClarBi20.htm,Bill Clark,G-C,1920,1920
/players/C/ClarBi21.htm,Bill Clark,G,1920,1920
/players/C/ClarBo00.htm,Boobie Clark,RB,1973,1980
/players/C/ClarBr20.htm,Bret Clark,DB,1986,1988
/players/C/ClarBr21.htm,Brian Clark,K,1982,1982
/players/C/ClarBr00.htm,Brian Clark,WR,2006,2010
/players/C/ClarBr23.htm,Bruce Clark,DE-DT,1982,1989
/players/C/ClarBr22.htm,Bryan Clark,QB,1984,1984
/players/C/ClarCh20.htm,Charlie Clark,G,1924,1924
/players/C/ClarCh21.htm,Chris Clark,T,2010,2019
/players/C/ClarCh00.htm,Chuck Clark,FS,2017,2020
/players/C/ClarCo21.htm,Corey Clark,T,2009,2009
/players/C/ClarDa00.htm,Dallas Clark,TE,2003,2013
/players/C/ClarDa20.htm,Dan Clark,LB,1987,1987
/players/C/ClarDa21.htm,Danny Clark,LB,2000,2010
/players/C/ClarDa22.htm,Darius Clark,DB,2001,2001
/players/C/ClarDa23.htm,Darryl Clark,RB,1987,1987
/players/C/ClarDe01.htm,Derrick Clark,RB,1994,1994
/players/C/ClarDe00.htm,Desmond Clark,TE,1999,2010
/players/C/ClarDe21.htm,Devin Clark,G,2008,2008
/players/C/ClarDe20.htm,Dexter Clark,DB,1987,1987
/players/C/ClarDo20.htm,Don Clark,G-LB,1948,1949
/players/C/ClarDu20.htm,Dutch Clark,TB-DB,1931,1938
/players/C/ClarDw00.htm,Dwight Clark,WR,1979,1987
/players/C/ClarEr20.htm,Ernie Clark,LB,1963,1968
/players/C/ClarFr01.htm,Frank Clark,DE,2015,2020
/players/C/ClarGa20.htm,Gail Clark,LB,1973,1974
/players/C/ClarGa00.htm,Gary Clark,WR,1985,1995
/players/C/ClarGr20.htm,Greg Clark,LB,1988,1992
/players/C/ClarGr00.htm,Greg Clark,TE,1997,2000
/players/C/ClarHa20.htm,Hal Clark,E-B,1920,1925
/players/C/ClarHe20.htm,Herman Clark,G-MG-LB,1952,1957
/players/C/ClarHo00.htm,Howard Clark,TE,1960,1961
/players/C/ClarJa20.htm,James Clark,B,1933,1934
/players/C/ClarJe01.htm,Jeremy Clark,DT,2008,2010
/players/C/ClarJe04.htm,Jeremy Clark,CB,2017,2018
/players/C/ClarJe00.htm,Jessie Clark,RB,1983,1990
/players/C/ClarJi20.htm,Jim Clark,T-G-DT-LB,1952,1953
/players/C/ClarJo20.htm,Jon Clark,T,1996,1999
/players/C/ClarKe20.htm,Kelvin Clark,T-G,1979,1985
/players/C/ClarKe21.htm,Ken Clark,P,1979,1979
/players/C/ClarKe00.htm,Ken Clark,TE-RB,1990,1992
/players/C/ClarKe22.htm,Kenny Clark,WR,2003,2003
/players/C/ClarKe01.htm,Kenny Clark,DT,2016,2020
/players/C/ClarKe23.htm,Kevin Clark,DB,1987,1991
/players/C/ClarLe01.htm,Le'Raven Clark,OT,2016,2020
/players/C/ClarLe20.htm,Leroy Clark,P,1976,1976
/players/C/ClarLo00.htm,Louis Clark,WR,1987,1992
/players/C/ClarMa20.htm,Mario Clark,DB,1976,1984
/players/C/ClarMi00.htm,Michael Clark,WR,2017,2017
/players/C/ClarMi20.htm,Mike Clark,K,1963,1973
/players/C/ClarMi21.htm,Mike Clark,DE,1981,1987
/players/C/ClarMo20.htm,Monte Clark,T-DT-DE,1959,1969
/players/C/ClarPh20.htm,Phil Clark,DB,1967,1971
/players/C/ClarPo20.htm,Pots Clark,HB,1927,1927
/players/C/ClarRa20.htm,Randy Clark,C-T-G,1980,1987
/players/C/ClarRa21.htm,Randy Clark,DB,1984,1984
/players/C/ClarRe20.htm,Reggie Clark,LB,1994,1996
/players/C/ClarRi20.htm,Rico Clark,DB,1997,1999
/players/C/ClarRo00.htm,Robert Clark,WR,1987,1992
/players/C/ClarRy20.htm,Ryan Clark,DB,2002,2014
/players/C/ClarSe20.htm,Sedric Clark,LB,1996,1996
/players/C/ClarSp20.htm,Spark Clark,RB,1987,1987
/players/C/ClarSt21.htm,Steve Clark,DE,1981,1981
/players/C/ClarSt22.htm,Steve Clark,G-NT,1982,1985
/players/C/ClarSt20.htm,Steve Clark,DB,1987,1987
/players/C/ClarTo20.htm,Torin Clark,DB,1987,1987
/players/C/ClarVi20.htm,Vinnie Clark,DB,1991,1996
/players/C/ClarWa20.htm,Wayne Clark,E,1944,1944
/players/C/ClarWa00.htm,Wayne Clark,QB,1970,1975
/players/C/ClarWi20.htm,Willie Clark,DB,1994,1998
/players/C/ClarAd20.htm,Adrien Clarke,G,2005,2007
/players/C/ClarFr00.htm,Frank Clarke,E,1957,1967
/players/C/ClarFr20.htm,Fred Clarke,E,1920,1920
/players/C/ClarHa00.htm,Hagood Clarke,DB,1964,1968
/players/C/ClarHa21.htm,Harry Clarke,HB-DB,1940,1948
/players/C/ClarKe24.htm,Ken Clarke,NT-DT,1978,1991
/players/C/ClarLe00.htm,Leon Clarke,E-FL,1956,1963
/players/C/ClarPh21.htm,Phil Clarke,LB,1999,2001
/players/C/ClarWi00.htm,Will Clarke,DE,2014,2018
/players/C/ClarBi22.htm,Bill Clarkin,T-G,1929,1929
/players/C/ClarCo20.htm,Conrad Clarks,DB,1995,1995
/players/C/ClarSt23.htm,Stu Clarkson,LB-C,1942,1951
/players/C/ClarJe20.htm,Jeromey Clary,T,2007,2014
/players/C/ClasBo20.htm,Bob Clasby,DT-DE,1986,1990
/players/C/ClatCo20.htm,Corwin Clatt,FB,1948,1949
/players/C/ClatBo00.htm,Bob Clatterbuck,QB,1954,1960
/players/C/ClauBl01.htm,Blaine Clausell,T,2018,2018
/players/C/ClauJi00.htm,Jimmy Clausen,QB,2010,2015
/players/C/ClauJa20.htm,Jared Clauss,DT,2004,2005
/players/C/ClavSh20.htm,Shannon Clavelle,DE,1995,1997
/players/C/ClaxBe20.htm,Ben Claxton,G,2005,2009
/players/C/ClayBi20.htm,Billy Clay,DB,1966,1966
/players/C/ClayBo20.htm,Boyd Clay,T,1940,1944
/players/C/ClayCh00.htm,Charles Clay,TE,2011,2019
/players/C/ClayHa00.htm,Hayward Clay,TE,1996,1998
/players/C/ClayJo20.htm,John Clay,T,1987,1988
/players/C/ClayJo00.htm,John Clay,RB,2011,2011
/players/C/ClayKa00.htm,Kaelin Clay,WR,2015,2018
/players/C/ClayOz20.htm,Ozzie Clay,WR,1964,1964
/players/C/ClayRa20.htm,Randy Clay,HB-DB,1950,1953
/players/C/ClayRo20.htm,Roy Clay,WB-DB,1944,1944
/players/C/ClayWa20.htm,Walt Clay,B,1946,1949
/players/C/ClayWi20.htm,Willie Clay,DB,1992,1999
/players/C/ClayAd00.htm,Adrian Clayborn,DL,2011,2020
/players/C/ClayRa00.htm,Raymond Clayborn,DB,1977,1991
/players/C/ClayCh02.htm,Chris Claybrooks,CB,2020,2020
/players/C/ClayDe20.htm,DeVone Claybrooks,DT,2002,2004
/players/C/ClayFe20.htm,Felipe Claybrooks,DE,2001,2003
/players/C/ClayCh01.htm,Chase Claypool,WR,2020,2020
/players/C/ClayRa21.htm,Ralph Claypool,C,1925,1928
/players/C/ClayCa20.htm,Carey Clayton,C,2001,2001
/players/C/ClayHa20.htm,Harvey Clayton,DB,1983,1987
/players/C/ClayKe99.htm,Keenan Clayton,LB,2010,2012
/players/C/ClayMa00.htm,Mark Clayton,WR,1983,1993
/players/C/ClayMa01.htm,Mark Clayton,WR,2005,2011
/players/C/ClayMi00.htm,Michael Clayton,WR,2004,2011
/players/C/ClayRa22.htm,Ralph Clayton,WR-FB,1981,1981
/players/C/ClaySt20.htm,Stan Clayton,G-T,1988,1990
/players/C/ClayTh00.htm,Thomas Clayton,RB,2010,2011
/players/C/ClayZa00.htm,Zach Clayton,DT,2011,2012
/players/C/CleaEm01.htm,Emmett Cleary,T,2014,2017
/players/C/CleaPa20.htm,Paul Cleary,E-DE,1948,1949
/players/C/CleeCa00.htm,Cam Cleeland,TE,1998,2005
/players/C/ClemBo20.htm,Bob Clemens,FB,1955,1955
/players/C/ClemBo00.htm,Bob Clemens,FB,1962,1962
/players/C/ClemCa20.htm,Cal Clemens,BB,1936,1936
/players/C/ClemKe00.htm,Kellen Clemens,QB,2006,2017
/players/C/ClemAl20.htm,Alex Clement,WB,1925,1925
/players/C/ClemAn20.htm,Anthony Clement,T,1998,2007
/players/C/ClemCo00.htm,Corey Clement,RB,2017,2020
/players/C/ClemHe00.htm,Henry Clement,TE,1961,1961
/players/C/ClemJo20.htm,Johnny Clement,TB,1941,1949
/players/C/ClemCh20.htm,Chase Clements,T,1925,1925
/players/C/ClemCh21.htm,Chuck Clements,QB,1997,1997
/players/C/ClemCh00.htm,Chunky Clements,DT,2017,2017
/players/C/ClemNa99.htm,Nate Clements,DB,2001,2012
/players/C/ClemTo20.htm,Tom Clements,QB,1980,1980
/players/C/ClemVi00.htm,Vince Clements,RB,1972,1973
/players/C/ClemT.00.htm,T.J. Clemmings,OT,2015,2018
/players/C/ClemCh22.htm,Charlie Clemons,LB,1997,2003
/players/C/ClemCh23.htm,Chris Clemons,LB,2004,2015
/players/C/ClemCh97.htm,Chris Clemons,DB,2009,2015
/players/C/ClemCr20.htm,Craig Clemons,DB,1972,1977
/players/C/ClemDu20.htm,Duane Clemons,DE,1996,2005
/players/C/ClemMi20.htm,Michael Clemons,RB,1987,1987
/players/C/ClemNi20.htm,Nic Clemons,DE,2005,2008
/players/C/ClemRa20.htm,Ray Clemons,G,1939,1939
/players/C/ClemRa21.htm,Ray Clemons,G,1947,1947
/players/C/ClemTo00.htm,Toney Clemons,WR,2012,2012
/players/C/ClemTo21.htm,Topper Clemons,RB,1987,1987
/players/C/clendmik01.htm,Mike Clendenen,K,1987,1987
/players/C/ClevAi20.htm,Ainer Cleve,B-E,1921,1924
/players/C/ClevAs00.htm,Asante Cleveland,TE,2014,2016
/players/C/ClevEz00.htm,Ezra Cleveland,OL,2020,2020
/players/C/ClevGr20.htm,Greg Cleveland,NT,1987,1987
/players/C/ClevTy00.htm,Tyrie Cleveland,WR,2020,2020
/players/C/ClifCh20.htm,Chad Clifton,T,2000,2011
/players/C/ClifGr20.htm,Gregory Clifton,WR,1993,1993
/players/C/ClifKy20.htm,Kyle Clifton,LB,1984,1996
/players/C/ClimBe20.htm,Ben Clime,G-E-WB,1920,1921
/players/C/ClinDo20.htm,Doug Cline,LB-FB,1960,1966
/players/C/ClinJa20.htm,Jackie Cline,DE-NT,1987,1990
/players/C/ClinKa00.htm,Kameron Cline,DT,2020,2020
/players/C/ClinOl20.htm,Ollie Cline,FB,1948,1953
/players/C/ClinTo20.htm,Tony Cline,DE,1970,1977
/players/C/ClinTo00.htm,Tony Cline,TE,1995,1999
/players/C/ClinDe20.htm,Dextor Clinkscale,DB,1980,1986
/players/C/ClinJo20.htm,Joey Clinkscales,WR,1987,1988
/players/C/ClinCh20.htm,Charles Clinton,DB,1987,1987
/players/C/ClinHa00.htm,Ha Ha Clinton-Dix,FS,2014,2019
/players/C/ClohCo00.htm,Colin Cloherty,TE,2009,2012
/players/C/ClouJa20.htm,Jack Cloud,LB-FB,1950,1953
/players/C/ClouMi00.htm,Mike Cloud,RB,1999,2005
/players/C/ClouDa20.htm,Dave Cloutier,DB,1964,1964
/players/C/ClowHe20.htm,Herbert Clow,FB,1924,1924
/players/C/ClowJo20.htm,John Clowes,T-G-DT,1948,1951
/players/C/ClowDa00.htm,David Clowney,WR,2008,2010
/players/C/ClowJa00.htm,Jadeveon Clowney,DE,2014,2020
/players/C/ClunDo00.htm,Don Clune,WR,1974,1976
/players/C/ClutTy00.htm,Tyler Clutts,FB,2011,2015
/players/C/CoadRi20.htm,Rich Coady,C-TE,1970,1974
/players/C/CoadRi21.htm,Rich Coady,DB,1999,2004
/players/C/CoakJo20.htm,John Coaker,T-G,1924,1924
/players/C/CoakDe00.htm,Dexter Coakley,LB,1997,2006
/players/C/CoalDa00.htm,Danny Coale,WR,2012,2012
/players/C/CoanBe00.htm,Bert Coan,HB,1962,1968
